date ortp no3 silica temp light chla phyto micro osci sce syn clad daph
32153 0.001059 0.600118 4.317 5.44 135.5625 0.056529 1.7890903877621174 0 0 34 0 5E-05 0.00175
32154 0.001029 0.618559 4.332 5.37 111.6 0.055815 1.72924778506087 0 0 17 0 2E-05 0.0007
32155 0.001 0.637 4.346 5.3 120.4875 0.0551 1.6897068478616355 0 0 0 0 0 0
32156 0.001111 0.635111 4.361 5.23 109.125 0.054079 1.6508805917707376 0 0 21 0 0 0
32157 0.001222 0.633222 4.348 5.16 74.25 0.053058 1.6137544311024576 0 0 43 0 0 0
32158 0.001333 0.631333 4.334 5.09 84.9375 0.052037 1.5785044170210274 0 0 64 0 0 0
32159 0.001444 0.629444 4.321 5.02 132.4125 0.051016 1.5438882095554585 0 0 86 0 0 0
32160 0.001556 0.627556 4.308 4.95 117.675 0.049994 1.5098428568826692 0 0 107 0 0 0
32161 0.001667 0.625667 4.294 4.88 128.025 0.048973 1.476088369384845 0 0 129 0 0 0
32162 0.001778 0.623778 4.281 4.81 55.4625 0.047952 1.4415917406034473 0 0 150 0 0 0
32163 0.001889 0.621889 4.267 4.74 92.25 0.046931 1.4067562588217688 0 0 172 0 0 0
32164 0.002 0.62 4.254 4.67 66.7125 0.04591 1.3715328644915241 0 0 194 0 0 0
32165 0.002111 0.618111 4.241 4.6 145.125 0.044889 1.3376959047261685 0 0 215 0 0 0
32166 0.002222 0.616222 4.227 4.68 136.6875 0.043868 1.3076889724463663 0 0 237 0 0 0
32167 0.002333 0.614333 4.214 4.75 134.6625 0.042847 1.2801633420544338 0 0 258 0 0 0
32168 0.002444 0.612444 4.201 4.83 112.05 0.041826 1.2549499434327986 0 0 280 0 0 0
32169 0.002556 0.610556 4.187 4.9 140.9625 0.040804 1.2317562430343154 0 0 301 0 0 0
32170 0.002667 0.608667 4.174 4.98 126.675 0.039783 1.2106227043019409 0 0 323 0 0 0
32171 0.002778 0.606778 4.16 5.06 149.4 0.038762 1.1912619500474007 0 0 344 0 0 0
32172 0.002889 0.604889 4.147 5.13 140.9625 0.037741 1.17374086302524 0 0 366 0 0 0
32173 0.003 0.603 4.134 5.21 122.4 0.03672 1.15780735848479 0 0 388 0 0 0
32174 0.003111 0.601111 4.12 5.28 118.6875 0.035699 1.1434815650549037 0 0 409 0 0 0
32175 0.003222 0.599222 4.107 5.36 136.0125 0.034678 1.1307215159576698 0 0 431 0 0 0
32176 0.003333 0.597333 4.094 5.43 160.0875 0.033657 1.1193130412246843 0 0 452 0 0 0
32177 0.003444 0.595444 4.08 5.51 110.25 0.032636 1.109189618311854 0 0 474 0 0 0
32178 0.003556 0.593556 4.067 5.59 20.475 0.031614 1.1002846690364485 0 0 495 0 0 0
32179 0.003667 0.591667 4.054 5.66 157.3875 0.030593 1.0926493994058566 0 0 517 0 0 0
32180 0.003778 0.589778 4.04 5.74 173.025 0.029572 1.0862676878317363 0 0 538 0 0 0
32181 0.003889 0.587889 4.027 5.81 165.4875 0.028551 1.0810580820106401 0 0 560 0 0 0
32182 0.004 0.586 4.013 5.89 162 0.02753 1.0769775448857826 0 0 582 0 0 0
32183 0.003966 0.57831 4 5.97 125.2125 0.027612 1.0739830210891528 0 0 582 0 0 0
32184 0.003931 0.570621 4.004 6.04 83.475 0.027693 1.0720316728196932 0 0 582 0 0 0
32185 0.003897 0.562931 4.007 6.12 147.9375 0.027775 1.0711245925412887 0 0 582 0 0 0
32186 0.003862 0.555241 4.01 6.19 137.5875 0.027857 1.0712956613462299 0 0 582 0 0 0
32187 0.003828 0.547552 4.014 6.27 179.8875 0.027939 1.0724723570272359 0 0 582 0 0 0
32188 0.003793 0.539862 4.017 6.34 172.9125 0.02802 1.0746248513565357 0 0 582 0 0 0
32189 0.003759 0.532172 4.021 6.42 154.35 0.028102 1.077723316106359 0 0 582 0 0 0
32190 0.003724 0.524483 4.024 6.5 179.6625 0.028184 1.0818282069144347 0 0 582 0 0 0
32191 0.00369 0.516793 4.028 6.57 181.4625 0.028266 1.0868794209403647 0 0 582 0 0 0
32192 0.003655 0.509103 4.031 6.65 181.2375 0.028347 1.0928549656979547 0 0 582 0 0 0
32193 0.003621 0.501414 4.035 6.72 187.65 0.028429 1.0997356014186133 0 0 582 0 0 0
32194 0.003586 0.493724 4.038 6.8 190.4625 0.028511 1.108092897748615 0 0 582 0 0 0
32195 0.003552 0.486034 4.042 6.99 97.9875 0.028592 1.1184526879040992 0 0 582 0 0 0
32196 0.003517 0.478345 4.045 7.18 100.0125 0.028674 1.1305431290187233 0 0 582 0 0 0
32197 0.003483 0.470655 4.049 7.37 47.7 0.028756 1.144493181750521 0 0 582 0 0 0
32198 0.003448 0.462966 4.052 7.55 58.6125 0.028838 1.1604363381136382 0 0 582 0 0 0
32199 0.003414 0.455276 4.056 7.74 60.975 0.028919 1.1785884914658868 0 0 582 0 0 0
32200 0.003379 0.447586 4.059 7.93 192.6 0.029001 1.1990439897076006 0 0 582 0 0 0
32201 0.003345 0.439897 4.063 8.12 136.125 0.029083 1.2219421064387823 0 0 582 0 0 0
32202 0.00331 0.432207 4.066 8.31 22.8375 0.029164 1.247422115259434 0 0 582 0 0 0
32203 0.003276 0.424517 4.07 8.5 32.85 0.029246 1.2750741890712167 0 0 582 0 0 0
32204 0.003241 0.416828 4.073 8.69 121.725 0.029328 1.3040853548323526 0 0 582 0 0 0
32205 0.003207 0.409138 4.077 8.87 199.575 0.02941 1.3355610434345557 0 0 582 0 0 0
32206 0.003172 0.401448 4.08 9.06 98.8875 0.029491 1.3697091591338275 0 0 582 0 0 0
32207 0.003138 0.393759 4.084 9.25 151.65 0.029573 1.4055028740657194 0 0 582 0 0 0
32208 0.003103 0.386069 4.087 9.44 154.9125 0.029655 1.443305455887674 0 0 582 0 0 0
32209 0.003069 0.378379 4.091 9.63 177.4125 0.029737 1.4835563633906215 0 0 582 0 0 0
32210 0.003035 0.37069 4.094 9.82 222.975 0.029818 1.5265273711064122 0 0 582 0 0 0
32211 0.003 0.363 4.098 10.01 223.7625 0.0299 1.5729891431170215 0 0 582 0 0 0
32212 0.002971 0.352686 4.101 10.19 191.8125 0.031384 1.6227040428577606 0 0 564 0 0 0
32213 0.002943 0.342371 3.988 10.38 158.2875 0.032867 1.6696192680037751 0 0 547 0 0 0
32214 0.002914 0.332057 3.875 10.57 222.4125 0.034351 1.7165744138565444 0 0 530 0 0 0
32215 0.002886 0.321743 3.761 10.76 182.925 0.035835 1.7650577256902007 0 0 513 0 0 0
32216 0.002857 0.311429 3.648 10.95 243.5625 0.037319 1.8160706378145433 0 0 496 0 0 0
32217 0.002829 0.301114 3.535 11.14 46.9125 0.038802 1.8670690074808824 0 0 479 0 0 0
32218 0.0028 0.2908 3.422 11.33 52.2 0.040286 1.9197266188610407 0 0 462 0 0 0
32219 0.002771 0.280486 3.309 11.51 199.2375 0.04177 1.9757845433850578 0 0 445 0 0 0
32220 0.002743 0.270171 3.195 11.7 171 0.043253 2.035213504139255 0 0 427 0 0 0
32221 0.002714 0.259857 3.082 11.89 65.1375 0.044737 2.09435862914222 0 0 410 0 0 0
32222 0.002686 0.249543 2.969 12.08 28.6875 0.046221 2.1456479589012902 0 0 393 0 0 0
32223 0.002657 0.239229 2.856 12.27 222.975 0.047705 2.1965540651765787 0 0 376 0 0 0
32224 0.002629 0.228914 2.743 12.46 258.75 0.049188 2.246663156692752 0 0 359 0 0 0
32225 0.0026 0.2186 2.629 12.65 73.8 0.050672 2.295311950346769 0 0 342 0 0 0
32226 0.002571 0.208286 2.516 12.83 22.5 0.052156 2.34364453573961 0 0 325 0 0 0
32227 0.002543 0.197971 2.403 13.02 209.5875 0.053639 2.3891655538187893 0 0 308 0 0 0
32228 0.002514 0.187657 2.29 13.21 203.5125 0.055123 2.4335093980453606 0 0 291 0 0 0
32229 0.002486 0.177343 2.177 13.4 52.9875 0.056607 2.4769132760137067 0 0 273 0 0 0
32230 0.002457 0.167029 2.063 13.57 68.0625 0.058091 2.52054679113008 0 0 256 0 0 0
32231 0.002429 0.156714 1.95 13.75 76.5 0.059574 2.5615512839625194 0 0 239 0 0 0
32232 0.0024 0.1464 1.837 13.92 128.925 0.061058 2.600092366396553 0 0 222 0 0 0
32233 0.002371 0.136086 1.724 14.09 117.9 0.062542 2.6368816797125185 0 0 205 0 0 0
32234 0.002343 0.125771 1.611 14.27 202.05 0.064025 2.6719741640025245 0 0 188 0 0 0
32235 0.002314 0.115457 1.497 14.44 226.8 0.065509 2.705469788537024 0 0 171 0 0 0
32236 0.002286 0.105143 1.384 14.61 116.4375 0.066993 2.73741186223733 0 0 154 0 0 0
32237 0.002257 0.094829 1.271 14.78 234.9 0.068477 2.767754755987229 0 0 136 0 0 0
32238 0.002229 0.084514 1.158 14.96 56.1375 0.06996 2.7968165651441232 0 0 119 0 0 0
32239 0.0022 0.0742 1.045 15.13 89.775 0.071444 2.824498283974364 0 0 102 0 0 0
32240 0.002171 0.063886 0.931 15.3 288.3375 0.072928 2.850734608664136 0 0 85 0 0 0
32241 0.002143 0.053571 0.818 15.48 271.575 0.074411 2.875525539213439 0 0 68 0 0 0
32242 0.002114 0.043257 0.705 15.65 273.7125 0.075895 2.8992091160268734 0 0 51 0 0 0
32243 0.002086 0.032943 0.592 15.82 155.3625 0.077379 2.922186848695962 0 0 34 0 0 0
32244 0.002057 0.022629 0.479 16 36.7875 0.078863 2.944066636230575 0 0 17 0 0 0
32245 0.002029 0.012314 0.365 16.17 190.9125 0.080346 2.9648484786307128 0 0 0 0 0 0
32246 0.002 0.002 0.252 16.34 278.775 0.08183 2.984537515300699 0 0 270 2163 1E-05 0.00035
32247 0.001962 0.001981 0.139 16.52 292.8375 0.082542 3.0035757686826274 0 0 540 4326 2E-05 0.0007
32248 0.001923 0.001963 0.144 16.69 245.25 0.083253 3.0216829902699454 0 0 811 6489 3E-05 0.00105
32249 0.001885 0.001944 0.149 16.86 195.6375 0.083965 3.038859180062653 0 0 1081 8652 4E-05 0.0014
32250 0.001846 0.001926 0.154 17.03 215.6625 0.084676 3.0551043380607505 0 0 1351 10816 5E-05 0.00175
32251 0.001808 0.001907 0.159 17.21 232.65 0.085388 3.0709790589235637 0 0 1622 12979 6E-05 0.0021
32252 0.001769 0.001889 0.164 17.38 180.675 0.086099 3.086554399327136 0 0 1892 15142 7E-05 0.00245
32253 0.001731 0.00187 0.169 17.55 101.925 0.086811 3.10155801740757 0 0 2163 17305 9E-05 0.00315
32254 0.001692 0.001852 0.174 17.73 160.875 0.087522 3.1159899131648654 0 0 2433 19468 0.0001 0.0035
32255 0.001654 0.001833 0.179 17.9 268.9875 0.088234 3.129890556779737 0 0 2703 21632 0.00011 0.00385
32256 0.001615 0.001815 0.184 18.15 292.3875 0.088945 3.143538271862446 0 0 2974 23795 0.00012 0.0042
32257 0.001577 0.001796 0.189 18.39 281.3625 0.089657 3.1571802963084936 0 0 3244 25958 0.00013 0.00455
32258 0.001539 0.001778 0.194 18.64 177.1875 0.090368 3.171360174840594 0 0 3515 28121 0.00014 0.0049
32259 0.0015 0.001759 0.199 18.89 287.6625 0.09108 3.1858434009952603 0 0 3785 30285 0.00015 0.00525
32260 0.001462 0.001741 0.204 19.13 57.15 0.091792 3.199303686234211 0 0 4055 32448 0.00016 0.0056
32261 0.001423 0.001722 0.209 19.38 283.6125 0.092503 3.2118919670608803 0 0 4326 34611 0.00017 0.00595
32262 0.001385 0.001704 0.214 19.63 262.575 0.093215 3.2267233677294116 0 0 4596 36774 0.00018 0.0063
32263 0.001346 0.001685 0.219 19.87 172.35 0.093926 3.2435803441516593 0 0 4867 38937 0.00019 0.00665
32264 0.001308 0.001667 0.224 20.12 199.8 0.094638 3.2633517333458113 0 0 5137 41101 0.0002 0.007
32265 0.001269 0.001648 0.229 20.36 167.2875 0.095349 3.2866483084593083 0 0 5407 43264 0.00021 0.00735
32266 0.001231 0.00163 0.234 20.61 250.2 0.096061 3.31404449250855 0 0 5678 45427 0.00023 0.00805
32267 0.001192 0.001611 0.239 20.86 309.0375 0.096772 3.3314809261329077 0 0 5948 47590 0.00024 0.0084
32268 0.001154 0.001593 0.244 21.1 78.975 0.097484 3.3379169996420592 0 0 6219 49753 0.00025 0.00875
32269 0.001115 0.001574 0.249 21.35 283.275 0.098195 3.3442962013985515 0 0 6489 51917 0.00026 0.0091
32270 0.001077 0.001556 0.254 21.6 304.7625 0.098907 3.352367002381107 0 0 6759 54080 0.00027 0.00945
32271 0.001039 0.001537 0.259 21.84 156.7125 0.099618 3.36130961273337 0 0 7030 56243 0.00028 0.0098
32272 0.001 0.001519 0.264 22.09 227.025 0.10033 3.3716336596673613 0 0 7300 58406 0.00029 0.01015
32273 0.001107 0.0015 0.269 22.34 66.15 0.099573 3.3841604415659536 325 171 7571 60570 0.0003 0.0105
32274 0.001214 0.001481 0.287 22.58 308.475 0.098815 3.3997269359875175 651 342 7571 58758 0.00033 0.01155
