date ortp no3 silica temp light chla phyto micro osci sce syn clad daph
32750 0.050667 0.275704 7.86 22.19 196.5375 0.110959 3.2818537924990014 11440 15704 41 0 0.4843 16.9505
32751 0.051 0.268778 7.901 21.97 164.5875 0.113444 3.269229256833624 7540 16042 36 0 0.50122 17.5427
32752 0.051333 0.261852 7.941 21.74 35.8875 0.11593 3.255444579767357 3640 16380 31 0 0.51815 18.13525
32753 0.051667 0.254926 7.981 21.52 109.8 0.118415 3.2404496959399105 5915 16789 27 0 0.53507 18.72745
32754 0.052 0.248 8.022 21.3 129.0375 0.1209 3.2241923133716943 8190 17199 22 0 0.552 19.32
32755 0.051629 0.277857 8.062 21.07 150.975 0.118408 3.206620566504827 10465 17608 18 0 0.562 19.67
32756 0.051257 0.307714 8.076 20.85 163.2375 0.115917 3.1876830162031347 12740 18018 13 0 0.572 20.02
32757 0.050886 0.337571 8.089 20.63 223.3125 0.113425 3.1673286497521507 15015 18427 9 0 0.582 20.37
32758 0.050514 0.367429 8.103 20.41 169.9875 0.110933 3.1455068808591164 17290 18837 4 0 0.592 20.72
32759 0.050143 0.397286 8.116 20.18 207.3375 0.108441 3.122167549652981 19565 19246 0 0 0.602 21.07
32760 0.049771 0.427143 8.13 19.96 101.5875 0.10595 3.0972609226844017 21840 19656 14 0 0.612 21.42
32761 0.0494 0.457 8.143 19.74 105.4125 0.103458 3.0707376929257433 20160 20608 29 0 0.622 21.77
32762 0.049029 0.486857 8.157 19.51 171.7875 0.100966 3.042548979771078 18480 21560 43 0 0.632 22.12
32763 0.048657 0.516714 8.171 19.29 167.0625 0.098475 3.0126310577926225 16800 22512 58 0 0.642 22.47
32764 0.048286 0.546571 8.184 19.07 141.3 0.095983 2.980936234024843 15120 23464 72 0 0.652 22.82
32765 0.047914 0.576429 8.198 18.85 148.95 0.093491 2.947424884500223 13440 24416 87 0 0.662 23.17
32766 0.047543 0.606286 8.211 18.62 81.5625 0.090999 2.912049335443964 11760 25368 101 0 0.672 23.52
32767 0.047171 0.636143 8.225 18.4 206.4375 0.088508 2.8747623513723295 10080 26320 116 0 0.682 23.87
32768 0.0468 0.666 8.238 18.34 119.025 0.086016 2.835517135092644 8400 27272 131 0 0.692 24.22
32769 0.046429 0.695857 8.252 18.28 76.6125 0.083524 2.794267327703293 6720 28224 145 0 0.702 24.57
32770 0.046057 0.725714 8.266 18.22 85.95 0.081033 2.750967008593724 5040 29176 160 0 0.712 24.92
32771 0.045686 0.755571 8.279 18.16 171.1125 0.078541 2.7055706954444454 3360 30128 174 0 0.722 25.27
32772 0.045314 0.785429 8.293 18.1 199.8 0.076049 2.6580333442270265 1680 31080 189 0 0.732 25.62
32773 0.044943 0.815286 8.306 18.04 189.5625 0.073557 2.608310349204099 0 32032 203 0 0.742 25.97
32774 0.044571 0.845143 8.32 17.99 104.625 0.071066 2.5563575429293546 0 34832 218 0 0.752 26.32
32775 0.0442 0.875 8.333 17.93 163.125 0.068574 2.5021311962475474 0 37632 233 0 0.762 26.67
32776 0.043829 0.904857 8.347 17.87 108.45 0.066082 2.4455880182944925 0 40432 247 0 0.772 27.02
32777 0.043457 0.934714 8.361 17.81 140.2875 0.063591 2.386685156497066 0 43232 262 0 0.782 27.37
32778 0.043086 0.964571 8.374 17.75 160.65 0.061099 2.3253801965732053 0 46032 276 0 0.792 27.72
32779 0.042714 0.994429 8.388 17.69 30.375 0.058607 2.261631162531909 0 48832 291 0 0.802 28.07
32780 0.042343 1.024286 8.401 17.63 86.625 0.056115 2.1953965166732385 0 51632 305 0 0.812 28.42
32781 0.041971 1.054143 8.415 17.57 48.15 0.053624 2.126635159588315 0 54432 320 0 0.822 28.77
32782 0.0416 1.084 8.428 17.51 196.9875 0.051132 2.0553064301593205 0 57232 335 0 0.832 29.12
32783 0.041229 1.113857 8.442 17.45 62.1 0.04864 1.9813701055594994 0 60032 349 0 0.842 29.47
32784 0.040857 1.143714 8.456 17.39 34.7625 0.046149 1.904786401253158 0 62832 364 0 0.852 29.82
32785 0.040486 1.173571 8.469 17.33 84.9375 0.043657 1.825515970995662 0 65632 378 0 0.862 30.17
32786 0.040114 1.203429 8.483 17.27 211.1625 0.041165 1.7568353368587466 0 68432 393 0 0.872 30.52
32787 0.039743 1.233286 8.496 17.21 171.9 0.038673 1.7573802842029023 665 67427 407 0 0.882 30.87
32788 0.039371 1.263143 8.51 17.16 24.3 0.036182 1.791347571110024 1330 66423 422 0 0.892 31.22
32789 0.039 1.293 8.523 17.1 75.4875 0.03369 1.8219038705750432 1995 65419 437 0 0.902 31.57
32790 0.037593 1.292148 8.537 17.04 102.15 0.034534 1.8480696637472376 2660 64415 431 0 0.8817 30.8595
32791 0.036185 1.291296 8.396 16.98 146.7 0.035377 1.8738028851324873 3326 63411 426 0 0.86141 30.14935
32792 0.034778 1.290444 8.256 16.92 162.45 0.036221 1.8976585103263992 3991 62407 421 0 0.84111 29.43885
32793 0.03337 1.289593 8.115 16.86 88.2 0.037065 1.9212576910054129 4656 61403 416 0 0.82081 28.72835
32794 0.031963 1.288741 7.975 16.8 123.4125 0.037909 1.9437062202575166 5321 60398 410 0 0.80052 28.0182
32795 0.030556 1.287889 7.834 16.57 193.6125 0.038752 1.9649280143169143 5987 59394 405 0 0.78022 27.3077
32796 0.029148 1.287037 7.693 16.35 23.175 0.039596 1.9841697888062622 6652 58390 400 0 0.75993 26.59755
32797 0.027741 1.286185 7.553 16.12 184.95 0.04044 2.001634705364768 7317 57386 395 0 0.73963 25.88705
32798 0.026333 1.285333 7.412 15.9 179.775 0.041283 2.0170455934710514 7982 56382 390 0 0.71933 25.17655
32799 0.024926 1.284481 7.272 15.67 101.925 0.042127 2.0300623313304564 8648 55378 384 0 0.69904 24.4664
32800 0.023519 1.28363 7.131 15.45 137.25 0.042971 2.040660372944007 9313 54374 379 0 0.67874 23.7559
32801 0.022111 1.282778 6.991 15.22 171.9 0.043814 2.048719601064485 9978 53369 374 0 0.65844 23.0454
32802 0.020704 1.281926 6.85 14.99 75.4875 0.044658 2.053987650191126 10643 52365 369 0 0.63815 22.33525
32803 0.019296 1.281074 6.709 14.77 137.925 0.045502 2.0570502534528874 11309 51361 364 0 0.61785 21.62475
32804 0.017889 1.280222 6.569 14.54 138.9375 0.046346 2.0579395071059507 11974 50357 358 0 0.59756 20.9146
32805 0.016482 1.27937 6.428 14.32 95.625 0.047189 2.0565649402862336 12639 49353 353 0 0.57726 20.2041
32806 0.015074 1.278519 6.288 14.09 171.45 0.048033 2.0531025701876175 13304 48349 348 0 0.55696 19.4936
32807 0.013667 1.277667 6.147 13.87 146.5875 0.048877 2.047605125445521 13970 47345 343 0 0.53667 18.78345
32808 0.012259 1.276815 6.006 13.64 40.05 0.04972 2.0401345807990743 14635 46341 337 0 0.51637 18.07295
32809 0.010852 1.275963 5.866 13.41 87.3 0.050564 2.0307193483045514 15300 45336 332 0 0.49607 17.36245
32810 0.009444 1.275111 5.725 13.19 164.925 0.051408 2.0194359890862787 15965 44332 327 0 0.47578 16.6523
32811 0.008037 1.274259 5.585 12.96 160.5375 0.052251 2.0063478690425502 16631 43328 322 0 0.45548 15.9418
32812 0.00663 1.273407 5.444 12.74 113.0625 0.053095 1.9914593993126695 17296 42324 317 0 0.43519 15.23165
32813 0.005222 1.272556 5.303 12.51 108.675 0.053939 1.9748578773383605 17961 41320 311 0 0.41489 14.52115
32814 0.003815 1.271704 5.163 12.29 94.275 0.054783 1.9566033818224629 18626 40316 306 0 0.39459 13.81065
32815 0.002407 1.270852 5.022 12.06 34.0875 0.055626 1.9367559914678159 19292 39312 301 0 0.3743 13.1005
32816 0.001 1.27 4.882 11.83 40.1625 0.05647 1.9153757849772588 18740 38469 296 0 0.354 12.39
32817 0.001114 1.269114 4.741 11.61 29.025 0.05517 1.8925180195800202 18189 37627 291 0 0.35774 12.5209
32818 0.001229 1.268229 4.625 11.38 42.6375 0.053871 1.868237019709017 17638 36784 282 0 0.36149 12.65215
32819 0.001343 1.267343 4.51 11.16 120.7125 0.052571 1.842596737833207 17087 35942 273 0 0.36523 12.78305
32820 0.001457 1.266457 4.394 10.93 105.6375 0.051271 1.8156562999391217 16536 35100 265 0 0.36897 12.91395
32821 0.001571 1.265571 4.278 10.71 55.2375 0.049971 1.7874748320132927 15984 34257 256 0 0.37271 13.04485
32822 0.001686 1.264686 4.163 10.48 64.4625 0.048672 1.7581114600422516 15433 33415 248 0 0.37646 13.1761
32823 0.0018 1.2638 4.047 10.25 99.9 0.047372 1.7276189669510322 14882 32572 239 0 0.3802 13.307
32824 0.001914 1.262914 3.931 10.03 55.6875 0.046072 1.696059111458487 14331 31730 231 0 0.38394 13.4379
32825 0.002029 1.262029 3.816 9.8 12.4875 0.044773 1.6634919935317476 13780 30888 222 0 0.38769 13.56915
32826 0.002143 1.261143 3.7 9.58 113.625 0.043473 1.629976633701462 13228 30045 213 0 0.39143 13.70005
32827 0.002257 1.260257 3.584 9.35 133.65 0.042173 1.595572052498278 12677 29203 205 0 0.39517 13.83095
32828 0.002371 1.259371 3.469 9.13 143.2125 0.040873 1.5603372704528435 12126 28360 196 0 0.39891 13.96185
32829 0.002486 1.258486 3.353 8.9 129.375 0.039574 1.5243313080958067 11575 27518 188 0 0.40266 14.0931
32830 0.0026 1.2576 3.238 8.76 111.375 0.038274 1.4876131859578152 11024 26676 179 0 0.4064 14.224
32831 0.002714 1.256714 3.122 8.62 90 0.036974 1.450241924569517 10472 25833 171 0 0.41014 14.3549
32832 0.002829 1.255829 3.006 8.48 128.925 0.035675 1.4122765444615601 9921 24991 162 0 0.41389 14.48615
32833 0.002943 1.254943 2.891 8.34 63.7875 0.034375 1.3737760661645924 9370 24148 154 0 0.41763 14.61705
32834 0.003057 1.254057 2.775 8.2 128.475 0.033075 1.3347995102092618 8819 23306 145 0 0.42137 14.74795
32835 0.003171 1.253171 2.659 8.06 43.425 0.031775 1.295400618760656 8268 22464 136 0 0.42511 14.87885
32836 0.003286 1.252286 2.544 7.91 68.85 0.030476 1.2556417888643852 7716 21621 128 0 0.42886 15.0101
32837 0.0034 1.2514 2.428 7.77 101.025 0.029176 1.2155828126236163 7165 20779 119 0 0.4326 15.141
32838 0.003514 1.250514 2.312 7.63 129.9375 0.027876 1.1752826799357081 6614 19936 111 0 0.43634 15.2719
32839 0.003629 1.249629 2.197 7.49 131.0625 0.026577 1.1348003806980183 6063 19094 102 0 0.44009 15.40315
32840 0.003743 1.248743 2.081 7.35 116.775 0.025277 1.0941949048079056 5512 18252 94 0 0.44383 15.53405
32841 0.003857 1.247857 1.965 7.21 112.725 0.023977 1.0535252421627284 4960 17409 85 0 0.44757 15.66495
32842 0.003971 1.246971 1.85 7.07 103.6125 0.022677 1.0128503826598447 4409 16567 77 0 0.45131 15.79585
32843 0.004086 1.246086 1.734 6.93 100.9125 0.021378 0.9722293161966133 3858 15724 68 0 0.45506 15.9271
32844 0.0042 1.2452 1.618 6.79 109.6875 0.020078 0.9317210326703922 3307 14882 59 0 0.4588 16.058
32845 0.004314 1.244314 1.503 6.65 32.625 0.018778 0.8913845219785401 2756 14040 51 0 0.46254 16.1889
32846 0.004429 1.243429 1.387 6.51 71.4375 0.017479 0.8512787740184151 2204 13197 42 0 0.46629 16.32015
32847 0.004543 1.242543 1.271 6.37 116.4375 0.016179 0.8114627786873758 1653 12355 34 0 0.47003 16.45105
32848 0.004657 1.241657 1.156 6.23 123.3 0.014879 0.7719955258827804 1102 11512 25 0 0.47377 16.58195
32849 0.004771 1.240771 1.04 6.09 110.1375 0.013579 0.7329360055019872 551 10670 17 0 0.47751 16.71285
32850 0.004886 1.239886 0.924 5.94 83.5875 0.01228 0.6943432074423548 0 9828 8 0 0.48126 16.8441
32851 0.005 1.239 0.809 5.8 99.675 0.01098 0.6562761216012413 0 9464 0 0 0.485 16.975
32852 0.005778 1.243111 0.693 5.66 29.3625 0.010681 0.6187937378760051 0 9100 0 0 0.485 16.975
32853 0.006556 1.247222 0.843 5.52 119.25 0.010381 0.5819550461640048 0 8736 0 0 0.485 16.975
32854 0.007333 1.251333 0.994 5.38 103.8375 0.010082 0.5458190363625985 0 8372 0 0 0.485 16.975
32855 0.008111 1.255444 1.144 5.24 111.15 0.009783 0.5104446983691447 0 8008 0 0 0.485 16.975
32856 0.008889 1.259556 1.295 5.1 112.3875 0.009484 0.47661796690560815 0 7644 0 0 0.485 16.975
32857 0.009667 1.263667 1.445 5.05 125.1 0.009184 0.45903905743267 0 7280 0 0 0.485 16.975
32858 0.010444 1.267778 1.595 5 123.525 0.008885 0.4525380094811437 0 6916 0 0 0.485 16.975
32859 0.011222 1.271889 1.746 4.96 101.025 0.008586 0.44706798447067236 0 6552 0 0 0.485 16.975
32860 0.012 1.276 1.896 4.91 72.1125 0.008287 0.44109308671894326 0 6188 0 0 0.485 16.975
32861 0.012778 1.280111 2.046 4.86 110.1375 0.007987 0.43486599872838705 0 5824 0 0 0.485 16.975
32862 0.013556 1.284222 2.197 4.81 19.0125 0.007688 0.42855216226179155 0 5460 0 0 0.485 16.975
32863 0.014333 1.288333 2.347 4.76 34.65 0.007389 0.4222289142944472 0 5096 0 0 0.485 16.975
32864 0.015111 1.292444 2.497 4.71 68.5125 0.00709 0.41585135020675074 0 4732 0 0 0.485 16.975
32865 0.015889 1.296556 2.648 4.67 38.1375 0.00679 0.4095743706423682 0 4368 0 0 0.485 16.975
32866 0.016667 1.300667 2.798 4.62 79.9875 0.006491 0.40335283111850156 0 4004 0 0 0.485 16.975
32867 0.017444 1.304778 2.949 4.57 63.3375 0.006192 0.39716378403484476 0 3640 0 0 0.485 16.975
32868 0.018222 1.308889 3.099 4.52 110.7 0.005893 0.39100199108348266 0 3276 0 0 0.485 16.975
