date ortp no3 silica temp light chla phyto micro osci sce syn clad daph
32672 0.002 0.001 2.084 23.89 134.775 0.1068 4.069510715802172 0 0 4950 4586 0.0045 0.1575
32673 0.001964 0.004143 2.098 24.02 62.775 0.107064 4.12086333154258 0 0 4773 4435 0.0103 0.3605
32674 0.001929 0.007286 2.193 24.16 140.0625 0.107329 4.1719564495314065 0 0 4596 4284 0.01611 0.56385
32675 0.001893 0.010429 2.287 24.29 70.425 0.107593 4.222776936673253 0 0 4419 4133 0.02191 0.76685
32676 0.001857 0.013571 2.382 24.43 68.0625 0.107857 4.273311659872725 0 0 4242 3982 0.02771 0.96985
32677 0.001821 0.016714 2.477 24.56 159.1875 0.108121 4.323547486034425 0 0 4066 3832 0.03352 1.1732
32678 0.001786 0.019857 2.572 24.7 218.7 0.108386 4.373471282062956 0 0 3889 3681 0.03932 1.3762
32679 0.00175 0.023 2.666 24.81 163.575 0.10865 4.423069914862923 0 0 3712 3530 0.04513 1.57955
32680 0.001714 0.026143 2.761 24.91 55.575 0.108914 4.472330251338929 0 0 3535 3379 0.05093 1.78255
32681 0.001679 0.029286 2.856 25.02 59.175 0.109179 4.521239158395576 0 0 3358 3228 0.05673 1.98555
32682 0.001643 0.032429 2.95 25.13 120.825 0.109443 4.56978350293747 0 0 3182 3078 0.06254 2.1889
32683 0.001607 0.035571 3.045 25.24 264.4875 0.109707 4.617950151869211 0 0 3005 2927 0.06834 2.3919
32684 0.001571 0.038714 3.14 25.34 100.575 0.109971 4.665725972095406 0 0 2828 2776 0.07414 2.5949
32685 0.001536 0.041857 3.235 25.45 34.65 0.110236 4.713097830520656 0 0 2651 2625 0.07995 2.79825
32686 0.0015 0.045 3.329 25.56 306.45 0.1105 4.760052594049566 0 0 2475 2475 0.08575 3.00125
32687 0.001464 0.048143 3.424 25.67 206.4375 0.110764 4.8065771295867386 0 0 2298 2324 0.09155 3.20425
32688 0.001429 0.051286 3.519 25.77 187.0875 0.111029 4.852658304036778 0 0 2121 2173 0.09736 3.4076
32689 0.001393 0.054429 3.613 25.88 116.6625 0.111293 4.898282984304287 0 0 1944 2022 0.10316 3.6106
32690 0.001357 0.057571 3.708 25.99 48.2625 0.111557 4.9434548215658785 0 0 1767 1871 0.10896 3.8136
32691 0.001321 0.060714 3.803 26.1 110.025 0.111821 4.988157383636995 0 0 1591 1721 0.11477 4.01695
32692 0.001286 0.063857 3.898 26.2 200.025 0.112086 5.032378080725653 0 8053 1414 1570 0.12057 4.21995
32693 0.00125 0.067 3.992 26.31 204.75 0.11235 5.076104731693976 0 16107 1237 1419 0.12638 4.4233
32694 0.001214 0.070143 4.087 26.42 308.025 0.112614 5.117136345999405 0 24160 1060 1268 0.13218 4.6263
32695 0.001179 0.073286 4.182 26.53 140.4 0.112879 4.8624937527508685 0 32214 883 1117 0.13798 4.8293
32696 0.001143 0.076429 4.276 26.63 95.7375 0.113143 4.636307697834926 0 40267 707 967 0.14379 5.03265
32697 0.001107 0.079571 4.371 26.74 74.475 0.113407 4.433760188435337 0 48321 530 816 0.14959 5.23565
32698 0.001071 0.082714 4.466 26.85 210.7125 0.113671 4.254485848469948 0 56374 353 665 0.15539 5.43865
32699 0.001036 0.085857 4.561 26.96 133.0875 0.113936 4.098273833790681 0 64428 176 514 0.1612 5.642
32700 0.001 0.089 4.655 27.06 226.0125 0.1142 3.9647387149874236 11 66024 0 364 0.167 5.845
32701 0.002556 0.101815 4.75 27.17 181.4625 0.111963 3.8534147089456514 22 67620 5 350 0.16433 5.75155
32702 0.004111 0.11463 4.832 27.28 43.3125 0.109726 3.763954869296365 33 69216 10 337 0.16167 5.65845
32703 0.005667 0.127444 4.915 27.39 94.3875 0.107489 3.6954321088304285 44 70812 16 323 0.159 5.565
32704 0.007222 0.140259 4.997 27.49 154.575 0.105252 3.647477185128206 56 72408 21 310 0.15633 5.47155
32705 0.008778 0.153074 5.079 27.6 229.3875 0.103015 3.6164225620389927 67 74004 27 296 0.15367 5.37845
32706 0.010333 0.165889 5.162 27.55 201.15 0.100778 3.5863145004950097 78 75600 32 283 0.151 5.285
32707 0.011889 0.178704 5.244 27.5 254.925 0.098541 3.557894068781782 89 77196 37 269 0.14833 5.19155
32708 0.013444 0.191519 5.326 27.44 292.275 0.096304 3.532987142772452 101 78792 43 256 0.14567 5.09845
32709 0.015 0.204333 5.408 27.39 277.0875 0.094067 3.5119085308729034 112 80388 48 242 0.143 5.005
32710 0.016556 0.217148 5.491 27.34 305.1 0.09183 3.4940349272556848 123 81984 54 229 0.14033 4.91155
32711 0.018111 0.229963 5.573 27.29 223.875 0.089593 3.4787161724881908 134 83580 59 215 0.13767 4.81845
32712 0.019667 0.242778 5.655 27.24 173.5875 0.087356 3.464519900317447 146 85176 64 202 0.135 4.725
32713 0.021222 0.255593 5.738 27.19 253.2375 0.085119 3.4512881559864756 1279 85852 70 188 0.13233 4.63155
32714 0.022778 0.268407 5.82 27.13 209.1375 0.082881 3.439692709837544 2413 86528 75 175 0.12967 4.53845
32715 0.024333 0.281222 5.902 27.08 163.6875 0.080644 3.4295682809292978 3546 87204 81 161 0.127 4.445
32716 0.025889 0.294037 5.984 27.03 183.6 0.078407 3.4205986896142035 4680 87880 86 148 0.12433 4.35155
32717 0.027444 0.306852 6.067 26.98 177.6375 0.07617 3.412717278777781 5813 88556 91 134 0.12167 4.25845
32718 0.029 0.319667 6.149 26.93 15.8625 0.073933 3.4056437314412644 6947 89232 97 121 0.119 4.165
32719 0.030556 0.332481 6.231 26.87 175.5 0.071696 3.3990962997250516 8081 89908 102 107 0.11633 4.07155
32720 0.032111 0.345296 6.314 26.82 210.7125 0.069459 3.3942932795125715 9214 90584 108 94 0.11367 3.97845
32721 0.033667 0.358111 6.396 26.77 230.9625 0.067222 3.3909695532750317 10348 91260 113 80 0.111 3.885
32722 0.035222 0.370926 6.478 26.72 190.0125 0.064985 3.3880589113440323 11481 91936 118 67 0.10833 3.79155
32723 0.036778 0.383741 6.561 26.67 48.7125 0.062748 3.38590511288113 12615 92612 124 53 0.10567 3.69845
32724 0.038333 0.396556 6.643 26.61 275.85 0.060511 3.3840556949030787 13748 93288 129 40 0.103 3.605
32725 0.039889 0.40937 6.725 26.56 236.925 0.058274 3.38191160936105 14882 93964 135 26 0.10033 3.51155
32726 0.041444 0.422185 6.807 26.51 273.7125 0.056037 3.3806002761228293 16016 94640 140 13 0.09767 3.41845
32727 0.043 0.435 6.89 26.46 228.4875 0.0538 3.3793999438263964 19534 87724 146 0 0.095 3.325
32728 0.043333 0.428074 6.972 26.41 240.75 0.056285 3.3781308630777467 23053 80808 141 0 0.11193 3.91755
32729 0.043667 0.421148 7.012 26.36 224.325 0.05877 3.377077876139127 26572 73892 136 0 0.12885 4.50975
32730 0.044 0.414222 7.053 26.3 266.0625 0.061256 3.3760083373980514 30090 66976 132 0 0.14578 5.1023
32731 0.044333 0.407296 7.093 26.25 274.95 0.063741 3.374864711993135 33609 60060 127 0 0.1627 5.6945
32732 0.044667 0.40037 7.134 26.2 184.5 0.066226 3.3737199722490288 37128 53144 123 0 0.17963 6.28705
32733 0.045 0.393444 7.174 25.98 207 0.068711 3.3724867445499527 40646 46228 118 0 0.19656 6.8796
32734 0.045333 0.386519 7.214 25.75 209.5875 0.071196 3.3711146440686415 44165 39312 114 0 0.21348 7.4718
32735 0.045667 0.379593 7.255 25.53 212.625 0.073681 3.3694867128700494 47684 32396 109 0 0.23041 8.06435
32736 0.046 0.372667 7.295 25.31 225.45 0.076167 3.3675964567535353 51202 25480 104 0 0.24733 8.65655
32737 0.046333 0.365741 7.335 25.09 143.775 0.078652 3.365399183364329 54721 18564 100 0 0.26426 9.2491
32738 0.046667 0.358815 7.376 24.86 218.5875 0.081137 3.362850200347661 58240 11648 95 0 0.28119 9.84165
32739 0.047 0.351889 7.416 24.64 235.35 0.083622 3.3598590064207032 54340 11986 91 0 0.29811 10.43385
32740 0.047333 0.344963 7.456 24.42 280.0125 0.086107 3.3563530100163828 50440 12324 86 0 0.31504 11.0264
32741 0.047667 0.338037 7.497 24.19 208.575 0.088593 3.3523028991702204 46540 12662 82 0 0.33196 11.6186
32742 0.048 0.331111 7.537 23.97 67.275 0.091078 3.347654563977007 42640 13000 77 0 0.34889 12.21115
32743 0.048333 0.324185 7.578 23.75 75.6 0.093563 3.3423538945315308 38740 13338 73 0 0.36581 12.80335
32744 0.048667 0.317259 7.618 23.53 49.275 0.096048 3.3363167529024524 34840 13676 68 0 0.38274 13.3959
32745 0.049 0.310333 7.658 23.3 222.3 0.098533 3.3295019052973163 30940 14014 63 0 0.39967 13.98845
32746 0.049333 0.303407 7.699 23.08 235.6875 0.101019 3.3218550689084796 27040 14352 59 0 0.41659 14.58065
32747 0.049667 0.296481 7.739 22.86 223.7625 0.103504 3.3133212218837964 23140 14690 54 0 0.43352 15.1732
32748 0.05 0.289556 7.779 22.63 214.875 0.105989 3.303845768639507 19240 15028 50 0 0.45044 15.7654
32749 0.050333 0.28263 7.82 22.41 173.8125 0.108474 3.293374539860238 15340 15366 45 0 0.46737 16.35795
