date t temp ph ox ortp nh4 no silica cod bod phyto chla chlor dyno chrys crip daph eudi cyc daph_lit light ortp_krivica ortp_misca ortp_radovna q_jezernica q_krivica q_misca q_radovna q_natega diat light_m
36227 730187 4.358028696 7.19419704 10.35399478 0.010785693 0.015322171 1.795516002 1.833760361 1.614863364 2.006851666 1.089303029746719 0.006380049 0.006224675 0.382968561 0.012787912 0.097310073 0.00141436 0.922197416 6.340167352 0.049502612 174.321 0.036 0.108 0.005 91584 2851.2 18230.4 34467.09677 14169.6 0.13197 202.9174326
36228 730188 4.35396809 7.194030007 10.38178528 0.01076376 0.015139952 1.796364116 1.839824191 1.612124408 2.018138298 1.106689399195656 0.006401595 0.006075779 0.38457141 0.012995167 0.097176061 0.001411591 0.921792486 6.36204336 0.049405685 176.1354 0.035855692 0.107983704 0.005 80179.2 2851.2 18230.4 34467.09677 14169.6 0.12234 74.18628
36229 730189 4.350335489 7.193881478 10.40941234 0.01074392 0.014975134 1.797124164 1.845308962 1.609647006 2.029017365 1.1249306589284702 0.006423446 0.005941101 0.386021197 0.013205477 0.097055872 0.001409126 0.921426224 6.381797628 0.049319411 177.9624 0.035704289 0.107936296 0.005 70156.8 2160 18230.4 34467.09677 14169.6 0.11364 98.13636
36230 730190 4.347130758 7.193751235 10.43686587 0.010726226 0.014828136 1.797795861 1.850200723 1.607437459 2.039477386 1.1434749199218468 0.006445605 0.005820985 0.387314233 0.01341886 0.096949572 0.001406962 0.921099562 6.399387524 0.049243683 179.8146 0.035546632 0.10786 0.005 70156.8 2160 18230.4 34467.09677 14169.6 0.10588 165.83616
36231 730191 4.344353761 7.193639062 10.46413578 0.010710728 0.014699378 1.798378923 1.85448552 1.605502071 2.049506883 1.161287478877236 0.006468073 0.005715772 0.388446831 0.013635332 0.09685723 0.001405097 0.920813432 6.414770418 0.049178397 181.6668 0.035383563 0.107757037 0.005 70156.8 2160 18230.4 34467.09677 14169.6 0.099077 218.68056
36232 730192 4.342004365 7.193544741 10.49121195 0.010697475 0.014589278 1.798873065 1.858149398 1.603847143 2.059094376 1.1789396926408922 0.006490851 0.005625807 0.389415302 0.013854911 0.09677891 0.001403527 0.920568766 6.427903676 0.049123445 183.519 0.035215924 0.10762963 0.005 70156.8 2160 18230.4 34467.09677 14169.6 0.093263 189.28728
36233 730193 4.340082434 7.193468056 10.51808429 0.010686518 0.014498256 1.799278002 1.861178406 1.602478978 2.068228385 1.1965491815095473 0.006513941 0.00555143 0.390215958 0.014077613 0.09671468 0.001402249 0.920366495 6.438744668 0.049078722 185.3964 0.035044555 0.10748 0.005 70156.8 2160 18230.4 34467.09677 14169.6 0.088456 214.87032
36234 730194 4.338587834 7.193408789 10.5447427 0.010677909 0.014426731 1.799593449 1.86355859 1.601403879 2.076897431 1.2141330576628884 0.006537345 0.005492985 0.390845111 0.014303456 0.096664608 0.001401261 0.920207551 6.447250762 0.049044122 187.2738 0.034870297 0.10731037 0.005 70156.8 2160 16588.8 34467.09677 14169.6 0.084679 50.07744
36235 730195 4.337520429 7.193366725 10.57117708 0.010671697 0.014375123 1.799819121 1.865275997 1.600628148 2.085090036 1.2317169338162295 0.006561063 0.005450814 0.391299072 0.014532457 0.096628759 0.001400558 0.920092866 6.453379325 0.049019539 189.1638 0.034693992 0.107122963 0.005 61084.8 2160 16588.8 34467.09677 14169.6 0.081954 114.2145498
36236 730196 4.336880085 7.193341645 10.59737732 0.010667933 0.014343851 1.799954733 1.866316674 1.600158087 2.092794718 1.2494823277214389 0.006585097 0.005425261 0.391574153 0.014764632 0.096607201 0.001400139 0.920023372 6.457087726 0.049004867 191.0664 0.034516481 0.10692 0.005 61084.8 2160 16588.8 34467.09677 14169.6 0.080302 222.46812
36237 730197 4.336666667 7.193333333 10.62333333 0.010666667 0.014333333 1.8 1.866666667 1.6 2.1 1.2686532952992164 0.00660945 0.005416667 0.391666667 0.015 0.0966 0.0014 0.92 6.458333333 0.049 192.969 0.034338605 0.106703704 0.005 50457.6 2160 16588.8 34467.09677 14169.6 0.079747 225.82476
36238 730198 4.34454908 7.195019741 10.64932024 0.010693441 0.014335455 1.799806407 1.864040817 1.601273299 2.106904047 1.2882412986170737 0.006649939 0.005448102 0.390761766 0.015308227 0.096985977 0.001405943 0.929614766 6.455704745 0.049208005 194.8842 0.034161205 0.106476296 0.005 50457.6 1555.2 16588.8 34467.09677 14169.6 0.080171 64.36584
36239 730199 4.367685787 7.19995524 10.67561697 0.010771484 0.014341798 1.799233807 1.856363477 1.604987703 2.113711805 1.3016401936240127 0.006720989 0.005539734 0.388123921 0.015758584 0.09811106 0.001423532 0.957640788 6.447956331 0.049823628 196.812 0.033985124 0.10624 0.005 50457.6 1555.2 16588.8 34467.09677 14169.6 0.08141 30.5046
36240 730200 4.405310987 7.207954241 10.70221909 0.01089738 0.014352329 1.798294469 1.843934963 1.610984972 2.120421962 1.3215717917995065 0.006820512 0.005687548 0.383868422 0.016350496 0.099925974 0.001452408 1.002850647 6.435294115 0.050834287 198.7398 0.033811201 0.105997037 0.005 50457.6 1555.2 16588.8 34467.09677 14169.6 0.083407 180.78228
36241 730201 4.456658881 7.218831158 10.72912219 0.011067708 0.014367017 1.797000659 1.827055591 1.619106867 2.127033208 1.343731244635413 0.006946419 0.005887533 0.378110555 0.017083384 0.102381445 0.001492211 1.064016927 6.417924123 0.052227397 200.6676 0.033640279 0.10574963 0.005 61084.8 2851.2 18230.4 34467.09677 14169.6 0.08611 117.00612
36242 730202 4.52096367 7.232400404 10.75632186 0.011279053 0.014385829 1.795364646 1.806025676 1.62919515 2.133544231 1.3667789287098164 0.007096622 0.006135674 0.370965611 0.017956674 0.105428201 0.001542582 1.139912211 6.396052377 0.053990373 202.608 0.033473198 0.1055 0.005 70156.8 2160 18230.4 34467.09677 14169.6 0.089463 142.884
36243 730203 4.597459552 7.24847639 10.78381367 0.011527995 0.014408731 1.793398697 1.781145535 1.64109158 2.13995372 1.3875148436263212 0.007269032 0.006427958 0.362548876 0.018969787 0.109016968 0.001603161 1.229309082 6.369884904 0.05611063 204.5484 0.033310799 0.10525037 0.005 61084.8 2160 16588.8 34467.09677 14169.6 0.093413 219.72384
36244 730204 4.68538073 7.266873529 10.8115932 0.011811117 0.014435692 1.791115082 1.752715482 1.654637918 2.146260364 1.4079572762606147 0.007461562 0.006760373 0.35297564 0.020122148 0.113098471 0.001673588 1.330980123 6.339627728 0.058575585 206.5014 0.033153925 0.105002963 0.005 50457.6 2160 16588.8 34467.09677 14169.6 0.097906 223.57944
36245 730205 4.783961402 7.287406233 10.83965603 0.012125 0.014466679 1.788526068 1.721035835 1.669675926 2.152462851 1.428567721597053 0.007672121 0.007128906 0.34236119 0.02141318 0.117623438 0.001753504 1.443697917 6.305486873 0.061372653 208.4544 0.033003416 0.10476 0.005 50457.6 2160 16588.8 34467.09677 14169.6 0.10289 240.88428
36246 730206 4.89243577 7.309888916 10.86799775 0.012466227 0.014501658 1.785643922 1.686406907 1.686047363 2.158559872 1.4491827662623848 0.007898623 0.007529544 0.330820815 0.022842306 0.122542593 0.00184255 1.566235046 6.267668364 0.064489249 210.4074 0.032860113 0.104523704 0.005 70156.8 2160 16588.8 34467.09677 14169.6 0.1083 239.70492
36247 730207 5.010038033 7.33413599 10.89661394 0.01283138 0.014540599 1.782480913 1.649129017 1.703593991 2.164550113 1.470412075044898 0.008138978 0.007958272 0.318469804 0.02440895 0.127806665 0.001940365 1.697364095 6.226378225 0.067912789 212.373 0.032724858 0.104296296 0.005 80179.2 2851.2 18230.4 34467.09677 14169.6 0.11409 250.3635339
36248 730208 5.136002391 7.359961866 10.92550018 0.013217041 0.014583467 1.779049309 1.609502478 1.72215757 2.170432265 1.4919463803838031 0.008391097 0.008411079 0.305423443 0.026112535 0.133366379 0.002046591 1.835857646 6.181822482 0.071630689 214.326 0.032598492 0.10408 0.005 61084.8 2851.2 18230.4 34467.09677 14169.6 0.12021 212.30748
36249 730209 5.269563046 7.387180958 10.95465205 0.013619792 0.014630231 1.775361377 1.567827607 1.741579861 2.176205016 1.514231699876727 0.008652894 0.008883952 0.291797023 0.027952484 0.139172461 0.002160868 1.980488281 6.134207158 0.075630364 216.2916 0.032481856 0.103877037 0.005 50457.6 2160 18230.4 34467.09677 14169.6 0.1266 271.66104
36250 730210 5.409954197 7.415607679 10.98406512 0.014036214 0.014680857 1.771429386 1.524404719 1.761702625 2.181867055 1.5395803040480462 0.008922278 0.009372876 0.277705831 0.029928221 0.145175638 0.002282835 2.130028585 6.083738278 0.07989923 218.2572 0.032375791 0.10368963 0.005 50457.6 1555.2 16588.8 34467.09677 14169.6 0.13321 195.02532
36251 730211 5.556410044 7.445056439 11.01373499 0.014462891 0.014735314 1.767265603 1.479534131 1.782367622 2.187417071 1.5693848386958689 0.009197161 0.00987384 0.263265155 0.032039169 0.151326636 0.002412134 2.283251139 6.030621867 0.084424703 220.2228 0.032281139 0.10352 0.005 50457.6 1555.2 16588.8 31584 19008 0.13998 51.4836
36252 730212 5.708164787 7.475341654 11.04365724 0.014896403 0.014793568 1.762882297 1.433516157 1.803416612 2.192853753 1.600247824885673 0.009475456 0.01038283 0.248590285 0.034284752 0.157576181 0.002548406 2.438928528 5.97506395 0.089194197 222.1884 0.03219874 0.10337037 0.005 50457.6 1555.2 16588.8 31584 19008 0.14686 156.3435491
36253 730213 5.864452628 7.506277733 11.07382744 0.015333333 0.014855587 1.758291736 1.386651115 1.824691358 2.198175789 1.6290854177040641 0.009755073 0.010895833 0.233796507 0.036664393 0.163875 0.002691289 2.595833333 5.91727055 0.094195129 224.154 0.032129437 0.103242963 0.005 50457.6 1555.2 16588.8 31584 19008 0.15379 271.50228
36254 730214 6.024507766 7.537679091 11.10424117 0.015770264 0.014921339 1.753506187 1.339239318 1.846033619 2.203381868 1.6536226881134417 0.010033924 0.011408836 0.218999111 0.039177515 0.170173819 0.002840426 2.752738139 5.857447693 0.099414914 226.1196 0.03207407 0.10314 0.005 50457.6 1555.2 16588.8 31584 19008 0.16073 113.4
36255 730215 6.187564401 7.569360139 11.13489402 0.016203776 0.01499079 1.748537919 1.291581085 1.867285156 2.208470679 1.6738342245793834 0.010309921 0.011917826 0.204313384 0.041823541 0.176423364 0.002995456 2.908415527 5.795801404 0.104840968 228.0852 0.032033481 0.103063704 0.005 50457.6 1555.2 16588.8 31584 19008 0.1676 26.1954
36256 730216 6.352856734 7.601135291 11.16578157 0.016630452 0.015063909 1.743399198 1.243976729 1.88828773 2.213440912 1.695866289856595 0.010580974 0.01241879 0.189854616 0.044601896 0.182574362 0.00315602 3.061638082 5.732537706 0.110460706 230.0508 0.03200851 0.103016296 0.005 50457.6 1555.2 16588.8 31584 19008 0.17437 58.49172
36257 730217 6.519618965 7.632818958 11.19689939 0.017046875 0.015140662 1.738102295 1.196726567 1.908883102 2.218291254 1.7332842154965482 0.010844996 0.012907715 0.175738094 0.047512002 0.188577539 0.003321758 3.211178385 5.667862624 0.116261544 232.0038 0.032 0.103 0.005 50457.6 1555.2 16588.8 31584 19008 0.18098 164.33928
36258 730218 6.687085294 7.664225553 11.22824308 0.017449626 0.015221017 1.732659475 1.150130914 1.928913032 2.223020395 1.7759156851902467 0.011099899 0.013380587 0.162079107 0.050553283 0.194383621 0.003492311 3.355809021 5.601982183 0.122230898 233.9694 0.032 0.10304668 0.005 41385.6 2160 18230.4 31584 19008 0.18737 127.21212
36259 730219 6.854489922 7.695169489 11.25980821 0.017835286 0.015304942 1.727083008 1.104490087 1.94821928 2.227627023 1.8135280948494499 0.011343592 0.013833394 0.148992943 0.053725162 0.199943335 0.00366732 3.494302572 5.535102408 0.128356183 235.9224 0.032 0.103182802 0.005 41385.6 1555.2 16588.8 31584 19008 0.19349 37.35396
36260 730220 7.021067048 7.725465178 11.29159036 0.018200439 0.015392403 1.721385162 1.0601044 1.966643609 2.232109828 1.854520251776866 0.011573989 0.014262123 0.13659489 0.057027063 0.205207407 0.003846423 3.62543162 5.467429323 0.134624814 237.8754 0.032 0.103402488 0.005 41385.6 1555.2 14515.2 31584 19008 0.19929 243.9234
36261 730221 7.186050873 7.754927033 11.32358512 0.018541667 0.015483369 1.715578203 1.017274171 1.984027778 2.236467498 1.8971354597699073 0.011789001 0.01466276 0.125000237 0.060458409 0.210126563 0.004029263 3.74796875 5.399168952 0.141024208 239.8158 0.032 0.10369986 0.005 41385.6 1555.2 14515.2 31584 19008 0.2047 178.51428
36262 730222 7.348675598 7.783369466 11.35578806 0.01885555 0.015577806 1.709674401 0.976299713 2.000213548 2.240698722 1.9480100519053554 0.011986538 0.015031293 0.114324272 0.064018623 0.214651529 0.004215479 3.860686544 5.330527321 0.147541779 241.7688 0.032 0.104069041 0.005 50457.6 1555.2 16588.8 31584 19008 0.20968 126.80388
36263 730223 7.508175422 7.810606889 11.38819477 0.019138672 0.015675682 1.703686022 0.937481345 2.015042679 2.244802189 2.001622203615411 0.012164514 0.015363708 0.104682283 0.067707129 0.218733032 0.004404713 3.962357585 5.261710454 0.154164944 243.7092 0.032 0.104504152 0.005 50457.6 2160 18230.4 31584 19008 0.21417 178.0704
36264 730224 7.663784545 7.836453716 11.42080083 0.019387614 0.015776965 1.697625336 0.90111938 2.028356934 2.248776588 2.0539009984918777 0.012320838 0.015655993 0.096189559 0.07152335 0.222321799 0.004596603 4.051754456 5.192924375 0.160881118 245.637 0.032 0.104999316 0.005 55296 2160 18230.4 31584 19008 0.21812 56.40516
36265 730225 7.814737168 7.860724358 11.45360181 0.019598958 0.015881622 1.69150461 0.867514135 2.039998071 2.252620607 2.1000828124657747 0.012453423 0.015904134 0.088961388 0.075466709 0.225368555 0.004790792 4.12764974 5.124375109 0.167677716 247.5648 0.032 0.105548655 0.005 70156.8 2160 18230.4 31584 19008 0.22148 71.9712
36266 730226 7.960267492 7.883233229 11.48659331 0.019769287 0.015989619 1.685336112 0.836965925 2.049807852 2.256332936 2.156786408231662 0.01256018 0.016104118 0.083113058 0.079536631 0.227824026 0.004986919 4.18881602 5.05626868 0.174542154 249.4926 0.032 0.106146292 0.005 91584 2851.2 20649.6 31584 19008 0.22418 218.83932
36267 730227 8.099609716 7.90379474 11.51977089 0.019895182 0.016100925 1.679132111 0.809775067 2.057628038 2.259912263 2.2060443860922785 0.012639021 0.016251933 0.078759858 0.083732537 0.22963894 0.005184624 4.234025879 4.988811114 0.181461849 251.4078 0.032 0.106786347 0.005 55641.6 3542.4 20649.6 31584 19008 0.22618 243.67392
36268 730228 8.231998041 7.922223304 11.55313015 0.019973226 0.016215508 1.672904873 0.786241875 2.063300389 2.263357277 2.2601347460746237 0.012687857 0.016343564 0.076017076 0.088053853 0.230764023 0.005383549 4.2620519 4.922208435 0.188424214 253.3104 0.032 0.107462945 0.005 34041.6 3024 20649.6 31584 19008 0.22742 187.72236
36269 730229 8.356666667 7.938333333 11.58666667 0.02 0.016333333 1.666666667 0.766666667 2.066666667 2.266666667 2.3083332103924987 0.0127046 0.016375 0.075 0.0925 0.23115 0.005583333 4.271666667 4.856666667 0.195416667 255.213 0.032 0.108170206 0.005 34041.6 3888 18230.4 31584 19008 0.22784 273.22596
36270 730230 8.476654109 7.953335712 11.62189108 0.019972605 0.016541512 1.659756314 0.74915282 2.068734512 2.26992946 2.3661476658891845 0.012686954 0.01632784 0.074886104 0.099372261 0.230761812 0.005810243 4.262869324 4.789066885 0.20335851 257.103 0.032 0.108902253 0.005 34041.6 3888 20649.6 31584 19008 0.22769 141.11496
36271 730231 8.595569563 7.96852804 11.66010223 0.019892714 0.016918309 1.651573854 0.731635714 2.070625652 2.273227798 2.429713660514046 0.012635497 0.016190962 0.07477602 0.110733824 0.229628681 0.006087902 4.237269143 4.716409795 0.213076582 258.993 0.032 0.109653209 0.005 34041.6 3024 20649.6 31584 19008 0.22726 216.66204
36272 730232 8.713503251 7.983854801 11.70097801 0.019763769 0.017450426 1.64222338 0.714163666 2.072352979 2.276550044 2.472380080584235 0.01255245 0.015971267 0.074669773 0.126226972 0.227797754 0.006411989 4.196053892 4.639080861 0.2244196 260.8704 0.032 0.110417195 0.005 41990.4 3024 19353.6 31584 19008 0.22656 295.67916
36273 730233 8.830545392 7.99926048 11.74419628 0.019589214 0.018124564 1.631808987 0.696784993 2.073929381 2.279884558 2.5158573365030246 0.012440034 0.015675656 0.074567387 0.145493989 0.225316181 0.006778179 4.140411341 4.557465553 0.237236281 262.7352 0.032 0.111188333 0.005 41990.4 3024 18230.4 31584 19008 0.22562 220.01868
36274 730234 8.946786208 8.014689562 11.78943492 0.01937249 0.018927424 1.62043477 0.679548011 2.07536775 2.283219702 2.5722516145006424 0.012300471 0.015311031 0.074468887 0.168177158 0.222231109 0.007182153 4.071529259 4.471949337 0.251375343 264.5874 0.032 0.111960747 0.005 37843.2 2332.8 18230.4 31584 19008 0.22446 199.2438
36275 730235 9.062315918 8.030086533 11.83637182 0.01911704 0.019845707 1.608204822 0.662501039 2.076680974 2.286543837 2.616274923261065 0.012135981 0.014884293 0.074374299 0.193918763 0.218589687 0.007619586 3.990595415 4.382917679 0.266685501 266.427 0.032 0.112728557 0.005 34041.6 2332.8 18230.4 31584 19008 0.22311 287.89992
36276 730236 9.177224745 8.045395877 11.88468486 0.018826305 0.020866115 1.595223239 0.645692392 2.077881944 2.289845326 2.648167737590585 0.011948787 0.014402344 0.074283647 0.222361086 0.214439063 0.008086156 3.898797578 4.290756047 0.283015475 268.254 0.032 0.113485887 0.005 34041.6 2332.8 18230.4 31584 19008 0.22158 289.03392
36277 730237 9.291602908 8.06056208 11.9340519 0.018503729 0.021975348 1.581594115 0.629170388 2.078983551 2.293112528 2.703769196768489 0.011741109 0.013872085 0.074196956 0.253146413 0.209826385 0.008577542 3.797323518 4.195849909 0.300213979 270.081 0.032 0.114226858 0.005 34041.6 2332.8 16588.8 31584 19008 0.21989 103.82904
36278 730238 9.405540628 8.075529626 11.98415082 0.018152754 0.023160109 1.567421543 0.612983344 2.079998684 2.296333807 2.7584315765758953 0.011515169 0.013300417 0.074114251 0.285917025 0.204798802 0.009089421 3.687361003 4.09858473 0.318129732 271.8954 0.032 0.114945593 0.005 34041.6 2332.8 16588.8 31584 19008 0.21808 64.84212
36279 730239 9.519128125 8.090243 12.03465952 0.017776822 0.024407098 1.552809619 0.597179576 2.080940233 2.299497523 2.8218363781865587 0.011273188 0.012694242 0.074035557 0.320315207 0.199403462 0.00961747 3.570097804 3.999345979 0.336611451 273.6846 0.032 0.115636214 0.005 34041.6 2332.8 16588.8 31584 19008 0.21615 178.12872
36280 730240 9.632455622 8.104646688 12.08525585 0.017379375 0.025703016 1.537862437 0.581807402 2.081821089 2.302592039 2.8807562790131644 0.011017387 0.012060461 0.073960899 0.355983242 0.193687514 0.010157367 3.446721689 3.898519123 0.355507853 275.4738 0.032 0.116292843 0.005 34041.6 2332.8 16588.8 31584 19008 0.21414 157.46724
36281 730241 9.745613337 8.118685175 12.13561771 0.016963855 0.027034566 1.522684091 0.566915138 2.082654141 2.305605714 2.92476430674481 0.010749987 0.011405977 0.073890302 0.392563414 0.187698105 0.01070479 3.318420427 3.796489627 0.374667654 277.2378 0.032 0.116909602 0.005 34041.6 2332.8 16588.8 34467.09677 17280 0.21207 272.0466
36282 730242 9.858691492 8.132302945 12.18542297 0.016533706 0.028388447 1.507378676 0.552551101 2.08345228 2.308526912 2.9731641619479854 0.01047321 0.010737689 0.073823791 0.429698005 0.181482384 0.011255416 3.186381788 3.69364296 0.393939572 278.9892 0.032 0.117480614 0.005 34041.6 2332.8 16588.8 34467.09677 17280 0.20994 106.3692
36283 730243 9.971780308 8.145444483 12.2343495 0.016092369 0.029751361 1.492050287 0.538763608 2.084228395 2.311343993 3.008025017219836 0.010189278 0.0100625 0.07376139 0.467029299 0.1750875 0.011804924 3.051793541 3.590364589 0.413172324 280.7406 0.032 0.118 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.2078 301.48524
36284 730244 10.08497 8.158054276 12.28207519 0.015643287 0.03111001 1.476803016 0.525600977 2.084995377 2.314045319 3.028122301316645 0.00990041 0.009387311 0.073703124 0.50419958 0.1685606 0.012348989 2.915843455 3.487039981 0.432214628 282.4668 0.032004082 0.118498738 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.20566 226.61856
36285 730245 10.1983508 8.170076806 12.32827791 0.015189902 0.032451094 1.46174096 0.513111523 2.085766116 2.316619252 3.0656633645606304 0.009608829 0.008719023 0.073649019 0.540851132 0.161948834 0.012883291 2.779719299 3.384054602 0.450915199 284.1678 0.032016037 0.119010753 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.20353 152.25084
36286 730246 10.31201293 8.181456561 12.37263554 0.014735657 0.033761316 1.446968212 0.501343565 2.086553502 2.319054152 3.0983709621113222 0.009316756 0.008064539 0.073599099 0.576626237 0.155299349 0.013403507 2.644608844 3.28179392 0.469122756 285.8688 0.032035428 0.119534589 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.20146 232.53804
36287 730247 10.42604659 8.192138024 12.41482596 0.014283993 0.035027375 1.432588866 0.490345418 2.087370424 2.321338382 3.130739255882243 0.009026412 0.007430758 0.07355339 0.611167179 0.148659293 0.013905315 2.511699856 3.180643402 0.486686016 287.5446 0.032061817 0.120068788 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.19945 97.27452
36288 730248 10.54054202 8.20206568 12.45452705 0.013838353 0.036235974 1.418707018 0.480165401 2.088229774 2.323460303 3.1646327496482347 0.008740018 0.006824583 0.073511915 0.644116241 0.142075815 0.014384391 2.382180107 3.080988515 0.503453694 289.2078 0.032094766 0.120611896 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.19752 145.19736
36289 730249 10.65558943 8.211184016 12.49141668 0.01340218 0.037373813 1.405426761 0.470851829 2.089144441 2.325408277 3.1859130779200164 0.008459796 0.006252915 0.073474701 0.675115708 0.135596064 0.014836415 2.257237366 2.983214727 0.51927451 290.8458 0.032133839 0.121162454 0.005 34041.6 2332.8 14515.2 34467.09677 17280 0.19571 215.25588
36290 730250 10.77127905 8.219437515 12.52517273 0.012978916 0.038427594 1.392852191 0.46245302 2.090127315 2.327170664 3.1890816925926506 0.008187967 0.005722656 0.073441771 0.703807862 0.129267188 0.015257062 2.1380594 2.887707503 0.533997179 292.4712 0.032178597 0.121719008 0.005 34041.6 2332.8 18230.4 34467.09677 17280 0.19402 243.42444
36291 730251 10.88770109 8.226770662 12.55547308 0.012572002 0.039384018 1.3810874 0.45501729 2.091191286 2.328735827 3.175533483070311 0.007926752 0.005240707 0.073413151 0.729834987 0.123136334 0.015642012 2.025833981 2.794852312 0.547470419 294.084 0.032228605 0.122280101 0.005 29376 2332.8 16243.2 34467.09677 17280 0.19249 284.5206
36292 730252 11.00494579 8.233127944 12.58199561 0.012184882 0.040229786 1.370236485 0.448592957 2.092349245 2.330092127 3.164008140882838 0.007678372 0.004813969 0.073388866 0.752839367 0.117250651 0.015986941 1.921748876 2.70503462 0.559542946 295.6716 0.032283423 0.122844276 0.005 29376 2332.8 16243.2 34467.09677 17280 0.19114 240.20388
36293 730253 11.12310334 8.238453844 12.6044182 0.011820998 0.0409516 1.360403539 0.443228338 2.093614081 2.331227925 3.163539666229089 0.007445049 0.004449344 0.073368941 0.772463284 0.111657289 0.016287528 1.826991856 2.618639895 0.570063479 297.234 0.032342616 0.123410077 0.005 29376 2332.8 18921.6 34467.09677 17280 0.18998 42.00336
36294 730254 11.24226399 8.242692848 12.62241872 0.011483792 0.04153616 1.351692656 0.438971749 2.094998684 2.332131583 3.142165831620876 0.007229004 0.004153733 0.0733534 0.788349022 0.106403394 0.01653945 1.742750689 2.536053603 0.578880733 298.7838 0.032405744 0.123976048 0.005 29376 2332.8 18921.6 34467.09677 17280 0.18904 68.87916
